"LICENSE","DBA","LOCATION ADDRESS","COUNTY","PHONE","Location 1"
"RB00287","LA VERACRUZANA","125 W MAIN ST","EMERY","435-564-3257","125 W MAIN ST GREEN RIVER UT 84525 (38.99545267900004, -110.16424074099996)"
"BE01240","RITZ CLASSIC LANES","2265 S STATE","SALT LAKE","801-486-2176","2265 S STATE SALT LAKE CITY UT 84115 (40.72158005700004, -111.88821450299997)"
"RL00835","SMASHBURGER (WEST VALLEY)","3513 S 2700 W","SALT LAKE","801-988-4613","3513 S 2700 W WEST VALLEY CITY UT 84119 (40.69585217100007, -111.95782369799997)"
"RL00792","LEONARDO","209 E 500 S","SALT LAKE","801-531-9800","209 E 500 S SALT LAKE CITY UT 84111 (40.758510271000034, -111.88502940299998)"
"RE01959","GREAT AMERICAN GRILL @ DAVIS CONFERENCE CENTER","762 W HERITAGE PARK BLVD","DAVIS","801-390-1069","762 W HERITAGE PARK BLVD LAYTON UT 84041 (41.08332741000004, -111.98084298199996)"
"BC00066","COMFORT SUITES OF OGDEN","2250 S 1200 W","WEBER","801-621-2545","2250 S 1200 W OGDEN UT 84401 (41.22743894600006, -112.00986572399995)"
"BE02449","CANYONSIDE GRILL @ EAGLE POINT RESORT","150 S W VILLAGE CIR","BEAVER","435-438-3634","150 S W VILLAGE CIR BEAVER UT 84713 (38.295304196000075, -112.40465387699999)"
"RE02157","AVENUES PROPER RESTAURANT & PUBLICK HOUSE","376 8TH AVE,","SALT LAKE","801-828-5310","376 8TH AVE, SALT LAKE CITY UT 84103 (40.77847281900006, -111.87842010799994)"
"RE02098","COPPER CREEK PUB & GRUB (WEST VALLEY)","3451 S 5600 W","SALT LAKE","801-417-0051","3451 S 5600 W SALT LAKE CITY UT 84120 (40.69769095000004, -112.02483479699998)"
"RE01007","EL TORO VIEJO","1111 N MAIN STREET","CACHE","435-753-4084","1111 N MAIN STREET LOGAN UT 84341 (41.751958579000075, -111.83449313999995)"
"RE01963","Z'S STEAK AND CHOP HAUS / MATTY'S","784 RESORT DR","WASATCH","435-709-9641","784 RESORT DR MIDWAY UT 84049 (40.52530090300007, -111.48886888899995)"
"RB00024","WINGER'S (ST. GEORGE)","188 S RIVER RD","WASHINGTON","435-688-1181","188 S RIVER RD ST GEORGE UT 84796 (37.10479082300003, -113.55567974699994)"
"RB00079","EL MATADOR","606 S MAIN","DAVIS","801-292-8998","606 S MAIN BOUNTIFUL UT 84011 (40.88912805600006, -111.880638423)"
"RL00937","YAMATO JAPANESE RESTAURANT","1074 S STATE ST","UTAH","801-227-7100","1074 S STATE ST OREM UT 84097 (40.277367351000066, -111.68634164299999)"
"RL00797","STEINY'S FAMILY SPORTS GRILL","119 N 600 W","WEBER","801-755-2516","119 N 600 W OGDEN UT 84404 (41.26192879700005, -111.99243266999997)"
"BC00162","CANYONS SKI RESORT / SUNLODGE / RED PINE LODGE / TOMBSTONE GRILL / DREAMSCAPE GRILL / CLOUD DINE","4000 CANYONS RESORT DR","SUMMIT","435-615-8040","4000 CANYONS RESORT DR PARK CITY UT 84098 (40.684057186000075, -111.55369225999999)"
"CL01105","CALVIN T'S","78 E CTR ST","KANE",,"78 E CTR ST KANAB UT 84741 (37.04808373700007, -112.52716398799998)"
"RE02328","THE BEEHIVE GRILL","255 S MAIN","CACHE","435-753-2600","255 S MAIN LOGAN UT 84321 (41.726661327000045, -111.83515768699999)"
"RL00529","THAI GARDEN & NOODLE HOUSE","868 E 900 S","SALT LAKE","801-355-8899","868 E 900 S SALT LAKE CITY UT 84101 (40.74975877300005, -111.86605759199995)"
"RE02322","O' CRAWFISH & SEAFOOD RESTAURANT","6930 S STATE","SALT LAKE","801-566-1467","6930 S STATE MIDVALE UT 84047 (40.62517058700007, -111.89020538999995)"
"RB00186","RUSTED SUN PIZZERIA","2010 S STATE ST","SALT LAKE","801-483-2120","2010 S STATE ST SALT LAKE CITY UT 84115 (40.72638161500004, -111.88827672699995)"
"RB00030","ACAPULCO (KEARNS)","4722 S 4015 W","SALT LAKE","801-964-1553","4722 S 4015 W SALT LAKE CITY UT 84118 (40.666379996000046, -111.98681410599994)"
"RE01756","BISTRO 258","258 25TH ST","WEBER","801-394-1595","258 25TH ST OGDEN UT 84404 (41.220747449000044, -111.97446262499994)"
"RE02287","EAST-WEST CONNECTION (FOOTHILL VILLAGE)","1400 S FOOTHILL DR","SALT LAKE","801-581-1128","1400 S FOOTHILL DR SALT LAKE CITY UT 84108 (40.74005064500005, -111.82594186399996)"
"CL00577","CAROL'S COVE II","3424 S STATE ST","SALT LAKE","801-466-2683","3424 S STATE ST SALT LAKE CITY UT 84115 (40.69702445300004, -111.88830277599999)"
"RL00416","INDIA PALACE","98 W CTR ST","UTAH",,"98 W CTR ST PROVO UT 84601 (40.23382838300006, -111.66028970399998)"
"RE01528","OLIVE GARDEN (LOGAN)","1220 N MAIN ST","CACHE","435-752-6120","1220 N MAIN ST LOGAN UT 84341 (41.753970406000064, -111.83441331299997)"
"CL00081","GRANITE CLUB","3820 HIGHLAND DR","SALT LAKE","801-274-2084","3820 HIGHLAND DR SALT LAKE CITY UT 84106 (40.68787005200005, -111.84539340699996)"
"CL01164","RAIL CENTER","235 N 500 W","SALT LAKE","801-575-8400","235 N 500 W SALT LAKE CITY UT 84116 (40.774540081000055, -111.90550679699999)"
"RL00791","HAPPY SUMO AT OLD MILL","6572 S BIG COTTONWOOD CYN RD","SALT LAKE","8017339661","6572 S BIG COTTONWOOD CYN RD SALT LAKE CITY UT 84121 (40.631771780000065, -111.80532253499996)"
"RE01265","APPLEBEE'S (CEDAR CITY)","1352 S PROVIDENCE CTR DR","IRON","801-532-5108","1352 S PROVIDENCE CTR DR CEDAR CITY UT 84720 (37.65413216800005, -113.08513762299998)"
"RL00370","GREEN VALLEY SPA","1871 W CYN VIEW DR","WASHINGTON","435-986-5088","1871 W CYN VIEW DR ST GEORGE UT 84770 (37.09261482000005, -113.62337922699999)"
"RL00933","SO DELICIOUS","1853 W 5600 S","WEBER","801-825-6093","1853 W 5600 S ROY UT 84067 (41.16169294400004, -112.02492006599999)"
"RE02031","LA CAILLE RESTAURANT","9565 WASATCH BLVD","SALT LAKE","801-942-1751","9565 WASATCH BLVD SANDY UT 84092 (40.577310854000075, -111.79717282799999)"
"RE01831","TSUNAMI RESTAURANT (RIVER PARK)","10722 RIVER FRONT PKWY","SALT LAKE","801-748-1178","10722 RIVER FRONT PKWY SOUTH JORDAN UT 84095 (40.55660773000005, -111.91246578799996)"
"CL01265","THE BIG Z","1141 W 2150 S","WEBER","801-394-1221","1141 W 2150 S OGDEN UT 84401 (41.228252472000065, -112.00698132999997)"
"RL00871","PARADOX PIZZA","702 S MAIN ST","GRAND","435-259-9999","702 S MAIN ST MOAB UT 84532 (38.562853536000034, -109.54901259999997)"
"RL00634","ASIAN PANDA","1166 W 800 N","UTAH","435-962-0215","1166 W 800 N OREM UT 84057 (40.31201377600007, -111.72362902199995)"
"RL00919","SUSHI MONSTER","3567 S 2700 W","SALT LAKE","801-966-8889","3567 S 2700 W WEST VALLEY CITY UT 84119 (40.69492368900006, -111.95784586599996)"
"CL00725","ANDY'S CLUB","501 N WASHINGTON BLVD","WEBER","801-782-4131","501 N WASHINGTON BLVD OGDEN UT 84404 (41.26794139300006, -111.96952757399998)"
"RE01631","LEGENDS AT THE RESORT","1310 LOWELL AVE","SUMMIT","435-658-5520","1310 LOWELL AVE PARK CITY UT 84060 (40.651628464000055, -111.50620284499996)"
"RL00535","SIMPLY SUSHI (SALT LAKE)","180 W 400 S","SALT LAKE","801-746-4445","180 W 400 S SALT LAKE CITY UT 84101 (40.76069772000005, -111.89626088699998)"
"RE01941","SAKANA SUSHI BAR & JAPANESE CUISINE","7626 CAMPUS VIEW DR","SALT LAKE","801-347-2006","7626 CAMPUS VIEW DR WEST JORDAN UT 84084 (40.61188948200004, -111.98031669099998)"
"CL00846","DESI & ROBERT SPIRITS","2430 GRANT AVE","WEBER","801-394-8400","2430 GRANT AVE OGDEN UT 84401 (41.22213115400007, -111.97324703399994)"
"BC00177","PRICE LODGING","838 W WESTWOOD BLVD","CARBON","435-637-8880","838 W WESTWOOD BLVD PRICE UT 84501 (39.60142731500008, -110.83112268899998)"
"CL01016","VISTA LOUNGE","1393 N HWY 191","GRAND","435-259-5201","1393 N HWY 191 MOAB UT 84532 (38.59509027800004, -109.56826443699998)"
"CL00460","HIGHLANDER CLUB","6194 HIGHLAND DR","SALT LAKE","801-277-8251","6194 HIGHLAND DR SALT LAKE CITY UT 84121 (40.63915629500008, -111.83495748799999)"
"RE01120","DANIELS SUMMIT LODGE 190","HWY 40 DANIELS SUMIT PASS","WASATCH","435-548-2300","HWY 40 DANIELS SUMIT PASS HEBER UT 84032 (40.50332632800007, -111.39879903799999)"
"RE00857","ROOSTERS 25TH STREET BREWING COMPANY","253 HISTORIC 25TH ST","WEBER","801-627-6171","253 HISTORIC 25TH ST OGDEN UT 84401 (41.216128825000055, -111.99699766999998)"
"RE01938","BLUE IGUANA (PARK CITY)","255 MAIN ST","SUMMIT","435-658-9830","255 MAIN ST PARK CITY UT 84060 (40.641684292000036, -111.49478977099994)"
"RL00638","SAFFRON VALLEY","1098 W S JORDAN PKWY","SALT LAKE","801-415-5125","1098 W S JORDAN PKWY SOUTH JORDAN UT 84095 (40.56080793600006, -111.92140367699994)"
"CL01072","SUGAR HOUSE PUB","1992 S 1100 E","SALT LAKE","801-413-2857","1992 S 1100 E SALT LAKE CITY UT 84106 (40.72697729300006, -111.85966370699998)"
"CL01126","LIQUID JOE'S","1249 E 3300 S","SALT LAKE","801-381-0006","1249 E 3300 S SALT LAKE CITY UT 84106 (40.699937900000066, -111.85513018799998)"
"RL00261","OSAKA SUSHI RESTAURANT","918 W HERITAGE PARK BLVD","DAVIS","801-776-0888","918 W HERITAGE PARK BLVD LAYTON UT 84041 (41.083767581000075, -111.98255872899995)"
"RE01906","BOULDER MOUNTAIN GUEST RANCH","3621 HELLS BACKBONE RD","GARFIELD","435-335-7480","3621 HELLS BACKBONE RD BOULDER UT 84716 (37.90891205500003, -111.49770941899999)"
"RL00527","ARKANSAS AL'S","2400 ZION CYN BLVD","WASHINGTON","435-467-7406","2400 ZION CYN BLVD SPRINGDALE UT 84767 (37.18051813200003, -112.99701806599995)"
"RE02173","CAFE' DIABLO","599 W MAIN","WAYNE","215-460-0295","599 W MAIN TORREY UT 84775 (38.29902411900008, -111.43220188799995)"
"BC00140","PROVO MARRIOTT","101 W 100 N","UTAH","801-370-3555","101 W 100 N PROVO UT 84601 (40.23509757200003, -111.66062673999994)"
"RE01341","DON PEDRO'S (ST GEORGE)","567 S VALLEY VIEW DR","WASHINGTON","435-673-0131","567 S VALLEY VIEW DR ST GEORGE UT 84770 (37.09846956400003, -113.61937965699997)"
"CL01065","LEGENDS SPORTS BAR & GRILL","677 S 200 W","SALT LAKE","801-647-2027","677 S 200 W SALT LAKE CITY UT 84101 (40.75452148900007, -111.89675406399999)"
"BE02577","TRAM CAR PIZZA/RENDEVOUS @ SNOWBIRD RESORT","9385 S SNOWBIRD CENTER DR","SALT LAKE","801-933-2222","9385 S SNOWBIRD CENTER DR SNOWBIRD UT 84092 (40.55808643200004, -111.82957591799999)"
"RE00129","PARADISE INN/ GARDEN OF EAT'N","915 N MAIN","MILLARD","435-743-5848","915 N MAIN FILLMORE UT 84631 (38.98806675700007, -112.32344997799999)"
"RL00824","KOBE JAPANESE CUISINE","3947 WASATCH BLVD","SALT LAKE","801-277-2928","3947 WASATCH BLVD SALT LAKE CITY UT 84124 (40.68582406300004, -111.79599661699996)"
"CL00787","ZEST","275 S 200 W","SALT LAKE","801-433-0589","275 S 200 W SALT LAKE CITY UT 84101 (40.763190105000035, -111.89680476399997)"
"RE02258","RIDGE AT LONE PEAK","14886 S TRAVERSE RIDGE RD","SALT LAKE","801-910-1957","14886 S TRAVERSE RIDGE RD DRAPER UT 84020 (40.48040171100007, -111.83476706399995)"
"BC00171","COMPLEX","536 W 100 S","SALT LAKE","801-528-9197","536 W 100 S SALT LAKE CITY UT 84101 (40.76718852300007, -111.90718106199995)"
"RE01437","SUGARHOUSE BARBEQUE CO (SLC)","880 E 2100 S","SALT LAKE","801-463-4800","880 E 2100 S SALT LAKE CITY UT 84106 (40.72539374000007, -111.86574181399999)"
"RE01606","OLD BRIDGE GRILLE","HWY 163  AT SAN JUAN RIVER","SAN JUAN","435-683-2322","HWY 163 AT SAN JUAN RIVER MEXICAN HAT UT 84531 (37.164306916000044, -109.85973725999997)"
"RE02044","LA PUENTE MEXICAN RESTAURANT","330 N MARKET PL DR","DAVIS",,"330 N MARKET PL DR CENTERVILLE UT 84014 (40.92534802200004, -111.88019957799997)"
"RL00875","ART CITY TROLLEY RESTAURANT","256 N MAIN STREET","UTAH","801-489-8585","256 N MAIN STREET SPRINGVILLE UT 84663 (40.17036991800006, -111.61057450499999)"
"RE01843","ROMANO'S MACARONI GRILL (PROVO)","4801 N UNIVERSITY","UTAH","801-765-1688","4801 N UNIVERSITY PROVO UT 84604 (40.297718952000025, -111.65700454799997)"
"BE02057","1 RBC (RIVER OAKS GOLF COURSE)","9300 S RIVERSIDE DR","SALT LAKE","801-870-0826","9300 S RIVERSIDE DR SANDY UT 84070 (40.58229315500006, -111.91570252099996)"
"RE02118","LOKALS (SARATOGA SPRINGS)","1284 N REDWOOD RD","UTAH","801-766-6603","1284 N REDWOOD RD SARATOGA SPRINGS UT 84045 (40.38466370700007, -111.91636058199998)"
"RL00725","OHANA SUSHI & ASIAN CUISINE","476 12TH ST","WEBER","801-621-2595","476 12TH ST OGDEN UT 84404 (41.24432551900003, -111.96776266999996)"
"RE00254","LA FRONTERA (400 S)","1236 W 400 SOUTH","SALT LAKE","801-532-3158","1236 W 400 SOUTH SALT LAKE CITY UT 84104 (40.76066776000005, -111.92658087899997)"
"BE02549","DUCK ON IN SALOON","LOT 56 MOVIE RANCH RD","KANE","435-590-7301","LOT 56 MOVIE RANCH RD DUCK CREEK VILLAGE UT 84762 (37.520006446000025, -112.65617845499997)"
"RE01799","CANCUN CAFE (3900 S)","885 E 3900 SOUTH","SALT LAKE","801-269-1177","885 E 3900 SOUTH SALT LAKE CITY UT 84107 (40.687088740000036, -111.86651664899995)"
"RL00762","CAFE EL LAGO RESTAURANT","262 E STATE RD 73","UTAH","801-766-9690","262 E STATE RD 73 SARATOGA SPRINGS UT 84043 (40.38780851100006, -111.85318781599995)"
"RL00867","PELICAN CAFE","1684 W HWY 40","UINTAH","435-789-4689","1684 W HWY 40 VERNAL UT 84078 (40.44163434200004, -109.56192920899997)"
"RE01933","TAKASHI","18 W MARKET ST","SALT LAKE","801-519-9595","18 W MARKET ST SALT LAKE CITY UT 84101 (40.76179814900007, -111.89162064799996)"
"RE02097","HILTON GARDEN INN @ SLC AIRPORT","4975 WILEY POST WAY","SALT LAKE","219-472-2900","4975 WILEY POST WAY SALT LAKE CITY UT 84116 (40.773489522000034, -112.00934144599995)"
"BE01977","WISEGUYS COMEDY  (OGDEN)","269 HISTORIC 25TH ST","WEBER","801-622-5588","269 HISTORIC 25TH ST OGDEN UT 84401 (41.216128825000055, -111.99699766999998)"
"PS00002","AMERICAN AIRLINES","SLC INT'L AIRPORT","SALT LAKE","801-539-2770","SLC INT'L AIRPORT SALT LAKE CITY UT 84122 (40.776818354000056, -111.97948729799998)"
"RL00176","NOODLES & COMPANY (MURRAY) #701","5207 S STATE","SALT LAKE","801-284-5757","5207 S STATE SALT LAKE CITY UT 84107 (40.658003843000074, -111.88828426399999)"
"BE02055","ALL STAR LANES - SANDY","10535 S STATE","SALT LAKE","801-576-6410","10535 S STATE SANDY UT 84070 (40.55979047100004, -111.89067462499997)"
"RE01298","SNOWED INN SLEIGH COMPANY","1439 LOWELL AVE","SUMMIT","435-647-3310","1439 LOWELL AVE PARK CITY UT 84060 (40.65321060700006, -111.50747501999996)"
"RE02096","LOS CUCOS MEXICAN CAFE","10585 S STATE ST","SALT LAKE","801-409-4006","10585 S STATE ST SANDY UT 84070 (40.559280011000055, -111.89067462499997)"
"CL00971","EXTRA INNINGS","C/O 150 W 500 SOUTH","SALT LAKE","801-401-2000","C/O 150 W 500 SOUTH SALT LAKE CITY UT 84101 (40.75850838400004, -111.89506020999994)"
"BC00036","UTAH FOOD SERVICES @ SOUTHTOWNE EXPO CENTER","9575 S STATE ST","SALT LAKE","801-531-0226","9575 S STATE ST SANDY UT 84070 (40.577399971000034, -111.89074853299996)"
"RE02091","WING NUTZ (OREM)","1054 S 750 E","UTAH","801-655-1433","1054 S 750 E OREM UT 84057 (40.27769617000007, -111.67732252899998)"
"BE02556","FISH ROCK GRILL","1585 W LEDGES PARKWAY","WASHINGTON","435-634-4600","1585 W LEDGES PARKWAY ST GEORGE UT 84770 (37.198193794000076, -113.61786555799995)"
"BC00093","SOLITUDE MOUNTAIN RESORT","12000 E BIG COTTONWOOD CYN","SALT LAKE","801-534-1400","12000 E BIG COTTONWOOD CYN SALT LAKE CITY UT 84121 (40.622373236000044, -111.59332069399994)"
"BE02561","POWDER MOUNTAIN RESORT","8000 N 5100 E (POWDER MTN)","WEBER",,"8000 N 5100 E (POWDER MTN) EDEN UT 84310 (41.374964168000076, -111.78303175899998)"
"RE01520","BRUMBYS HOMETOWN CAFE","340 E MAIN ST STE 1","UTAH",,"340 E MAIN ST STE 1 SANTAQUIN UT 84655 (39.975562850000074, -111.77803101199999)"
"RB00105","JAVIER'S CHAPARRITOS (HARRISVILLE)","755 N HARRISVILLE RD","WEBER","801-393-0955","755 N HARRISVILLE RD OGDEN UT 84404 (41.27189227500003, -111.97899750599998)"
"RE00546","GOLDENER HIRSCH","7570 ROYAL ST E","SUMMIT","435-649-7770","7570 ROYAL ST E PARK CITY UT 84060 (40.622378963000074, -111.48906638699998)"
"CL01249","THE HORSE","3611 WASHINGTON BLVD","WEBER","801-621-9925","3611 WASHINGTON BLVD OGDEN UT 84403 (41.19752695600005, -111.97104861599996)"
"CL00898","EL NUEVO MI MEXICO","3620 S STATE ST","SALT LAKE","801-265-2800","3620 S STATE ST SALT LAKE CITY UT 84115 (40.692630128000076, -111.88831705699994)"
"CL00745","ON THE ROCKS","5400 S 6200 W","SALT LAKE","801-988-2001","5400 S 6200 W SALT LAKE CITY UT 84119 (40.665343550000046, -112.03640188599996)"
"RB00080","EL MEXICANO #2","1535 S STATE ST","SEVIER","435-529-2132","1535 S STATE ST SALINA UT 84654 (38.936397019000026, -111.85455388099996)"
"RE01390","OLIVE GARDEN (SANDY) - 1565","10540 S STATE ST","SALT LAKE","801-523-6148","10540 S STATE ST SANDY UT 84070 (40.55980591100007, -111.89094153699995)"
"RE02298","KOREA HOUSE","1300 S 145 E STE 207","SALT LAKE",,"1300 S 145 E STE 207 SALT LAKE CITY UT 84115 (40.715458186000035, -111.88832908299997)"
"CL00010","AMERICAN LEGION 87 (LAYTON)","128 S MAIN","DAVIS","801-544-7220","128 S MAIN LAYTON UT 84041 (41.05836322400006, -111.96516849199998)"
"RE00879","OUTBACK STEAKHOUSE (SANDY) #4510","7770 S 1300 E","SALT LAKE","801-566-9394","7770 S 1300 E SANDY UT 84094 (40.60967851300006, -111.85314711099994)"
"RE01716","TEPANYAKI JAPANESE STEAK HOUSE (SALT LAKE)","369 W 1830 S","SALT LAKE","801-282-9703","369 W 1830 S SALT LAKE CITY UT 84115 (40.73033907900003, -111.90234916799994)"
"RE01910","MI RANCHITO (OREM)","1109 S STATE","UTAH","801-225-9195","1109 S STATE OREM UT 84058 (40.289820227000064, -111.69177676999999)"
"BE01592","UTAH FOOD SERVICE (SOUTHTOWNE)","9575 S STATE ST","SALT LAKE","801-521-7585","9575 S STATE ST SANDY UT 84070 (40.577399971000034, -111.89074853299996)"
"RL00243","PEI WEI ASIAN DINER (SANDY)","10373 S STATE","SALT LAKE","801-601-1990","10373 S STATE SANDY UT 84070 (40.56314015500004, -111.89070458399999)"
"RL00437","PARRY LODGE","89 E CTR ST","KANE","435-644-2601","89 E CTR ST KANAB UT 84741 (37.04815748300007, -112.52741057599997)"
"RB00111","LA CHACA MEXICAN GRILL","742 W CTR","SALT LAKE","801-562-0440","742 W CTR MIDVALE UT 84047 (40.61060840400006, -111.91133273299994)"
"CL01043","GREEN PIG PUB","31 E 400 SOUTH","SALT LAKE","801-532-7441","31 E 400 SOUTH SALT LAKE CITY UT 84111 (40.76076800900006, -111.88985074399994)"
"RL00455","AKASAKA SUSHI","6196 S HIGHLAND DR","SALT LAKE","801-278-6800","6196 S HIGHLAND DR SALT LAKE CITY UT 84121 (40.63915629500008, -111.83495748799999)"
"RE01868","THE QUARRY","1475 W MAIN ST","UINTAH","435-789-2337","1475 W MAIN ST VERNAL UT 84078 (40.45541332800008, -109.55675085399997)"
"RE01750","SITARA INDIA","2672 N HILLFIELD RD","DAVIS","801-660-0102","2672 N HILLFIELD RD LAYTON UT 84041 (41.09882076500003, -111.97338051399998)"
"TV00036","ART'S PLACE","76 S 900 W","SALT LAKE","801-363-9117","76 S 900 W SALT LAKE CITY UT 84104 (40.76762239900006, -111.916879457)"
"RE02172","TOTEMS RESTAURANT","538 S REDWOOD RD","SALT LAKE","801-975-0401","538 S REDWOOD RD SALT LAKE CITY UT 84104 (40.75751050800005, -111.93906700399998)"
"RB00037","BIG APPLE PIZZERIA","2939 E 3300 SOUTH","SALT LAKE","801-485-4534","2939 E 3300 SOUTH SALT LAKE CITY UT 84109 (40.69989129700008, -111.80941775399998)"
"RB00245","LOS 2 COMPADRES MARKET","330 E STATE RD","UTAH","801-796-0979","330 E STATE RD PLEASANT GROVE UT 84062 (40.35503759800008, -111.73550593199997)"
"CL01162","'BOUT TIME PUB & GRUB (WVC)","3318 DECKER LAKE DR","SALT LAKE","801-243-1401","3318 DECKER LAKE DR SALT LAKE CITY UT 84119 (40.699946159000035, -111.94791278399998)"
"RE02306","RED LOBSTER (SUGARHOUSE) #589","2294 S 1300 EAST","SALT LAKE","801-483-1343","2294 S 1300 EAST SALT LAKE CITY UT 84106 (40.72047040900003, -111.853696749)"
"CL00987","TOAD'Z","432 N 100 W","IRON","435-327-2681","432 N 100 W CEDAR CITY UT 84720 (38.00620182600005, -113.432208447)"
"CL01139","CANYONSIDE GRILL @ EAGLE POINT RESORT","150 S W VILLAGE CIR","BEAVER","435-438-3634","150 S W VILLAGE CIR BEAVER UT 84713 (38.295304196000075, -112.40465387699999)"
"RB00135","MANDARIN GARDEN CHINESE RESTAURANT","8627 S HIGHLAND DR","SALT LAKE","801-944-0303","8627 S HIGHLAND DR SANDY UT 84093 (40.59442657900007, -111.83190069299997)"
"BE00480","CARBON COUNTRY CLUB","3055 N HWY 6","CARBON","435-637-2311","3055 N HWY 6 HELPER UT 84526 (39.64552587900005, -110.860118436)"
"RE01996","SIMON'S AND FANNY'S","700 N HOME","WASATCH",,"700 N HOME MIDWAY UT 84049 (40.52069766000005, -111.47236867099997)"
"RE00800","OLIVE GARDEN (MURRAY) #1190","6305 S STATE","SALT LAKE","801-269-8138","6305 S STATE SALT LAKE CITY UT 84107 (40.63436845500007, -111.88929419099998)"
"RE01430","FAMOUS DAVE'S BAR-B-QUE (LAYTON)","1977 N 1200 W","DAVIS","801-773-3994","1977 N 1200 W LAYTON UT 84041 (41.08885485300004, -111.98781360299995)"
"BC00106","RIVERWOODS CONFERENCE CENTER","615 S 80 E","CACHE","435-750-5151","615 S 80 E LOGAN UT 84321 (41.720625565000034, -111.83341042799998)"
"RB00035","BARBACOA MEXICAN GRILL (FT. UNION)","1953 E FORT UNION BLVD","SALT LAKE","801-359-2350","1953 E FORT UNION BLVD SALT LAKE CITY UT 84121 (40.62440418400007, -111.83579940099997)"
"RL00672","NOODLES & CO. (WEST JORDAN)","7632 S CAMPUS VIEW DR","SALT LAKE","801-280-2095","7632 S CAMPUS VIEW DR WEST JORDAN UT 84084 (40.61235065400007, -111.98019655199994)"
"CL00894","HUDDLE SPORTS BAR & GRILL","2400 E FORT UNION BLVD","SALT LAKE","801-414-8552","2400 E FORT UNION BLVD SALT LAKE CITY UT 84121 (40.62395298000007, -111.82176125899997)"
"BC00100","RADISSON HOTEL SALT LAKE CITY AIRPORT","2177 W N TEMPLE","SALT LAKE","801-364-5800","2177 W N TEMPLE SALT LAKE CITY UT 84116 (40.771489373000065, -111.95292244199999)"
"RE01857","MIKADO (BOUNTIFUL)","255 N 500 W","DAVIS","801-294-4711","255 N 500 W WOODS CROSS UT 84087 (40.89187704200003, -111.89227400699997)"
"CL00993","URBAN LOUNGE","241 S 500 E","SALT LAKE","801-746-0557","241 S 500 E SALT LAKE CITY UT 84102 (40.76378007300008, -111.87673431999997)"
"RE01623","LA COSTA","889 E 9400 S","SALT LAKE","801-553-1505","889 E 9400 S SANDY UT 84094 (40.58061717700008, -111.86645371199995)"
